biosample_id,sampleid,organism,host,city,state,zip,country,university,lat_lon,horse,visit,sample_order,dob,collection_date,age_of_collection,sample_age,month_norm,equine_sex,sex,breed,breed_type,diagnosis,disease_category,colic_inflammatory,acute_gi_subgroup,disease_category_healthy,disease_category_acute_gi,disease_category_musculoskeletal,disease_category_ocular,disease_category_integumentary,disease_category_respiratory,disease_category_chronic_gi,disease_category_neurologic,disease_category_dental,disease_category_reproductive,disease_category_systemic,disease_category_cardiovascular,disease_category_immune_mediated,disease_category_urinary,euthanasia_death,treatment,treatment_analgesic,treatment_antibiotic,treatment_surgery,treatment_antacid,treatment_drug,treatment_procedure,treatment_sedative,treatment_supplement,treatment_antibiotic_aminoglycoside,treatment_NSAID,treatment_anesthetic,treatment_antibiotic_beta_lactam,treatment_antibiotic_cephalosporin,treatment_fluid,treatment_antibiotic_sulfonamide,treatment_corticosteroid,feed,feed_pasture,feed_hay,feed_grain,feed_nursing
SAMN38248440,VA190,Equine Feces,Equus caballus,Sydney,New South Wales,,ASTL,University of Sydney,33.51 S 151.12 E,1007955,1,2,11/5/10,11/6/20,3654,2,11.2,Mare,Female,Warmblood,Warmblood,"Colic: Displacement, right dorsal colon",Gastrointestinal (Acute),no,Mechanical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,Analgesics,Analgesics,,,,,,,,,,,,,,,,Hay/Grain,0,1,1,0
SAMN38248441,VA191,Equine Feces,Equus caballus,Sydney,New South Wales,,ASTL,University of Sydney,33.51 S 151.12 E,1007127,1,1,9/1/15,9/23/20,1849,1,9.766666667,Gelding,Male,Warmblood,Warmblood,Cervical lesion,Neurologic,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No,None,,,,,,,,,,,,,,,,,Pasture/Hay/Grain,1,1,1,0
SAMN38248442,VA192,Equine Feces,Equus caballus,Sydney,New South Wales,,ASTL,University of Sydney,33.51 S 151.12 E,1007127,1,2,9/1/15,9/24/20,1850,2,9.8,Gelding,Male,Warmblood,Warmblood,Cervical lesion,Neurologic,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No,None,,,,,,,,,,,,,,,,,Pasture/Hay/Grain,1,1,1,0
SAMN38248443,AU001,Equine Feces,Equus caballus,Brisbane,Queensland,,ASTL,University of Queensland,27.55 S 152.34 E,FURB,1,5,9/1/02,8/19/20,6562,6,8.612903226,Gelding,Male,Paint Horse,Other,"Colic: Impaction, colon",Gastrointestinal (Acute),no,Mechanical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,"Banamine, Penicillin, Gentamicin, fluids, Omeprazole, surgery",,,Colic Surgery,Omeprazole,,,,,Gentamicin,Flunixin,,Penicillin,,Fluids,,,Unknown,0,0,0,0
SAMN38248444,AU002,Equine Feces,Equus caballus,Brisbane,Queensland,,ASTL,University of Queensland,27.55 S 152.34 E,FURB,1,11,9/1/02,8/29/20,6572,16,8.935483871,Gelding,Male,Paint Horse,Other,"Colic: Impaction, colon",Gastrointestinal (Acute),no,Mechanical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,"Banamine, Penicillin, Gentamicin, fluids, Omeprazole, surgery",,,Colic Surgery,Omeprazole,,,,,Gentamicin,Flunixin,,Penicillin,,Fluids,,,Unknown,0,0,0,0
SAMN38248445,AU003,Equine Feces,Equus caballus,Brisbane,Queensland,,ASTL,University of Queensland,27.55 S 152.34 E,FURB,1,12,9/1/02,8/30/20,6573,17,8.967741935,Gelding,Male,Paint Horse,Other,"Colic: Impaction, colon",Gastrointestinal (Acute),no,Mechanical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,"Banamine, Penicillin, Gentamicin, fluids, Omeprazole, surgery",,,Colic Surgery,Omeprazole,,,,,Gentamicin,Flunixin,,Penicillin,,Fluids,,,Unknown,0,0,0,0
SAMN38248446,AU004,Equine Feces,Equus caballus,Brisbane,Queensland,,ASTL,University of Queensland,27.55 S 152.34 E,FURB,1,13,9/1/02,8/31/20,6574,18,9,Gelding,Male,Paint Horse,Other,"Colic: Impaction, colon",Gastrointestinal (Acute),no,Mechanical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,"Banamine, Penicillin, Gentamicin, fluids, Omeprazole, surgery",,,Colic Surgery,Omeprazole,,,,,Gentamicin,Flunixin,,Penicillin,,Fluids,,,Unknown,0,0,0,0
SAMN38248447,AU005,Equine Feces,Equus caballus,Brisbane,Queensland,,ASTL,University of Queensland,27.55 S 152.34 E,FURB,1,14,9/1/02,9/3/20,6577,21,9.1,Gelding,Male,Paint Horse,Other,"Colic: Impaction, colon",Gastrointestinal (Acute),no,Mechanical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,"Banamine, Penicillin, Gentamicin, fluids, Omeprazole, surgery",,,Colic Surgery,Omeprazole,,,,,Gentamicin,Flunixin,,Penicillin,,Fluids,,,Unknown,0,0,0,0
SAMN38248448,AU006,Equine Feces,Equus caballus,Brisbane,Queensland,,ASTL,University of Queensland,27.55 S 152.34 E,FURB,1,15,9/1/02,9/4/20,6578,22,9.133333333,Gelding,Male,Paint Horse,Other,"Colic: Impaction, colon",Gastrointestinal (Acute),no,Mechanical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,"Banamine, Penicillin, Gentamicin, fluids, Omeprazole, surgery",,,Colic Surgery,Omeprazole,,,,,Gentamicin,Flunixin,,Penicillin,,Fluids,,,Unknown,0,0,0,0
SAMN38248449,AU007,Equine Feces,Equus caballus,Brisbane,Queensland,,ASTL,University of Queensland,27.55 S 152.34 E,FURB,1,16,9/1/02,9/7/20,6581,25,9.233333333,Gelding,Male,Paint Horse,Other,"Colic: Impaction, colon",Gastrointestinal (Acute),no,Mechanical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,"Banamine, Penicillin, Gentamicin, fluids, Omeprazole, surgery",,,Colic Surgery,Omeprazole,,,,,Gentamicin,Flunixin,,Penicillin,,Fluids,,,Unknown,0,0,0,0
SAMN38248450,AU008,Equine Feces,Equus caballus,Brisbane,Queensland,,ASTL,University of Queensland,27.55 S 152.34 E,FURB,1,17,9/1/02,9/8/20,6582,26,9.266666667,Gelding,Male,Paint Horse,Other,"Colic: Impaction, colon",Gastrointestinal (Acute),no,Mechanical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,"Banamine, Penicillin, Gentamicin, fluids, Omeprazole, surgery",,,Colic Surgery,Omeprazole,,,,,Gentamicin,Flunixin,,Penicillin,,Fluids,,,Unknown,0,0,0,0
SAMN38248451,AU009,Equine Feces,Equus caballus,Brisbane,Queensland,,ASTL,University of Queensland,27.55 S 152.34 E,FURB,1,18,9/1/02,9/9/20,6583,27,9.3,Gelding,Male,Paint Horse,Other,"Colic: Impaction, colon",Gastrointestinal (Acute),no,Mechanical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,"Banamine, Penicillin, Gentamicin, fluids, Omeprazole, surgery",,,Colic Surgery,Omeprazole,,,,,Gentamicin,Flunixin,,Penicillin,,Fluids,,,Unknown,0,0,0,0
SAMN38248452,AU010,Equine Feces,Equus caballus,Brisbane,Queensland,,ASTL,University of Queensland,27.55 S 152.34 E,FURB,1,19,9/1/02,9/10/20,6584,28,9.333333333,Gelding,Male,Paint Horse,Other,"Colic: Impaction, colon",Gastrointestinal (Acute),no,Mechanical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,"Banamine, Penicillin, Gentamicin, fluids, Omeprazole, surgery",,,Colic Surgery,Omeprazole,,,,,Gentamicin,Flunixin,,Penicillin,,Fluids,,,Unknown,0,0,0,0
SAMN38248453,AU011,Equine Feces,Equus caballus,Brisbane,Queensland,,ASTL,University of Queensland,27.55 S 152.34 E,FURB,1,20,9/1/02,9/12/20,6586,30,9.4,Gelding,Male,Paint Horse,Other,"Colic: Impaction, colon",Gastrointestinal (Acute),no,Mechanical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,"Banamine, Penicillin, Gentamicin, fluids, Omeprazole, surgery",,,Colic Surgery,Omeprazole,,,,,Gentamicin,Flunixin,,Penicillin,,Fluids,,,Unknown,0,0,0,0
SAMN38248454,AU012,Equine Feces,Equus caballus,Brisbane,Queensland,,ASTL,University of Queensland,27.55 S 152.34 E,FURB,1,21,9/1/02,9/13/20,6587,31,9.433333333,Gelding,Male,Paint Horse,Other,"Colic: Impaction, colon",Gastrointestinal (Acute),no,Mechanical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,"Banamine, Penicillin, Gentamicin, fluids, Omeprazole, surgery",,,Colic Surgery,Omeprazole,,,,,Gentamicin,Flunixin,,Penicillin,,Fluids,,,Unknown,0,0,0,0
SAMN38248455,AU013,Equine Feces,Equus caballus,Brisbane,Queensland,,ASTL,University of Queensland,27.55 S 152.34 E,DOR,1,1,9/9/16,9/7/20,1459,1,9.233333333,Mare,Female,Thoroughbred,Hot-blooded,Epiglottic entrapment,Respiratory,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,No,"Surgery, Ceftiofur, Phenylbutazone, Dexamethasone",,,Epiglottal correction,,,,,,,Phenylbutazone,,,Ceftiofur,,,Dexamethasone,Hay,0,1,0,0
SAMN38248456,AU014,Equine Feces,Equus caballus,Brisbane,Queensland,,ASTL,University of Queensland,27.55 S 152.34 E,DOR,1,2,9/9/16,9/9/20,1461,3,9.3,Mare,Female,Thoroughbred,Hot-blooded,Epiglottic entrapment,Respiratory,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,No,"Surgery, Ceftiofur, Phenylbutazone, Dexamethasone",,,Epiglottal correction,,,,,,,Phenylbutazone,,,Ceftiofur,,,Dexamethasone,Hay,0,1,0,0
SAMN38248457,AU015,Equine Feces,Equus caballus,Brisbane,Queensland,,ASTL,University of Queensland,27.55 S 152.34 E,DOR,1,4,9/9/16,9/11/20,1463,5,9.366666667,Mare,Female,Thoroughbred,Hot-blooded,Epiglottic entrapment,Respiratory,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,No,"Surgery, Ceftiofur, Phenylbutazone, Dexamethasone",,,Epiglottal correction,,,,,,,Phenylbutazone,,,Ceftiofur,,,Dexamethasone,Hay,0,1,0,0
SAMN38248458,AU016,Equine Feces,Equus caballus,Brisbane,Queensland,,ASTL,University of Queensland,27.55 S 152.34 E,TED,1,1,9/1/03,9/9/20,6218,1,9.3,Gelding,Male,Thoroughbred,Hot-blooded,Neoplasia: splenic tumor,Systemic,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,No,None,,,,,,,,,,,,,,,,,Unknown,0,0,0,0
SAMN38248459,AU017,Equine Feces,Equus caballus,Brisbane,Queensland,,ASTL,University of Queensland,27.55 S 152.34 E,ALE,1,2,11/1/13,10/29/20,2554,29,10.93548387,Mare,Female,Warmblood,Warmblood,Apparently Healthy,Healthy,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,,,,,,,,,,,,,,,Hay/Grain,0,1,1,0
SAMN38248460,AU018,Equine Feces,Equus caballus,Brisbane,Queensland,,ASTL,University of Queensland,27.55 S 152.34 E,GP,1,1,9/1/11,9/10/20,3297,1,9.333333333,Mare,Female,Warmblood,Warmblood,Apparently Healthy,Healthy,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,,,,,,,,,,,,,,,Unknown,0,0,0,0
SAMN38248461,AU019,Equine Feces,Equus caballus,Brisbane,Queensland,,ASTL,University of Queensland,27.55 S 152.34 E,GP,1,2,9/1/11,9/11/20,3298,2,9.366666667,Mare,Female,Warmblood,Warmblood,Apparently Healthy,Healthy,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,,,,,,,,,,,,,,,Unknown,0,0,0,0
SAMN38248462,AU020,Equine Feces,Equus caballus,Brisbane,Queensland,,ASTL,University of Queensland,27.55 S 152.34 E,BEN,1,2,10/1/00,9/30/20,7304,84,10,Gelding,Male,Warmblood,Warmblood,Apparently Healthy,Healthy,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,,,,,,,,,,,,,,,Pasture/Hay/Grain,1,1,1,0
SAMN38248463,AU021,Equine Feces,Equus caballus,Brisbane,Queensland,,ASTL,University of Queensland,27.55 S 152.34 E,JET,1,5,10/1/06,10/14/20,5127,9,10.4516129,Gelding,Male,Warmblood,Warmblood,Colic: Enterolith,Gastrointestinal (Acute),no,Mechanical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,"Surgery, Penicillin",,,Colic Surgery,,,,,,,,,Penicillin,,,,,Pasture/Hay/Grain,1,1,1,0
SAMN38248464,AU022,Equine Feces,Equus caballus,Brisbane,Queensland,,ASTL,University of Queensland,27.55 S 152.34 E,UQA,1,1,9/1/99,9/1/20,7671,1,9.033333333,Mare,Female,Warmblood,Warmblood,Pleuropneumonia,Respiratory,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,No,"Penicillin, Gentamicin, Banamine, Metronidazole",,,,,,,,,"Gentamicin,Metronidazole",Flunixin,,Penicillin,,,,,Pasture/Hay/Grain,1,1,1,0
SAMN38248465,AU023,Equine Feces,Equus caballus,Brisbane,Queensland,,ASTL,University of Queensland,27.55 S 152.34 E,UQA,1,2,9/1/99,9/4/20,7674,4,9.133333333,Mare,Female,Warmblood,Warmblood,Pleuropneumonia,Respiratory,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,No,"Penicillin, Gentamicin, Banamine, Metronidazole",,,,,,,,,"Gentamicin,Metronidazole",Flunixin,,Penicillin,,,,,Pasture/Hay/Grain,1,1,1,0
SAMN38248466,AU024,Equine Feces,Equus caballus,Brisbane,Queensland,,ASTL,University of Queensland,27.55 S 152.34 E,UQA,1,3,9/1/99,9/7/20,7677,7,9.233333333,Mare,Female,Warmblood,Warmblood,Pleuropneumonia,Respiratory,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,No,"Penicillin, Gentamicin, Banamine, Metronidazole",,,,,,,,,"Gentamicin,Metronidazole",Flunixin,,Penicillin,,,,,Pasture/Hay/Grain,1,1,1,0
SAMN38248467,AU025,Equine Feces,Equus caballus,Brisbane,Queensland,,ASTL,University of Queensland,27.55 S 152.34 E,UQA,1,4,9/1/99,9/8/20,7678,8,9.266666667,Mare,Female,Warmblood,Warmblood,Pleuropneumonia,Respiratory,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,No,"Penicillin, Gentamicin, Banamine, Metronidazole",,,,,,,,,"Gentamicin,Metronidazole",Flunixin,,Penicillin,,,,,Pasture/Hay/Grain,1,1,1,0
SAMN38248468,AU026,Equine Feces,Equus caballus,Brisbane,Queensland,,ASTL,University of Queensland,27.55 S 152.34 E,C18,1,7,8/1/18,10/13/20,804,13,10.41935484,Filly,Female,Thoroughbred,Hot-blooded,Apparently Healthy,Healthy,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,,,,,,,,,,,,,,,Hay,0,1,0,0
SAMN38248469,AU027,Equine Feces,Equus caballus,Brisbane,Queensland,,ASTL,University of Queensland,27.55 S 152.34 E,CAL,1,1,8/1/13,8/19/20,2575,1,8.612903226,Gelding,Male,Warmblood,Warmblood,Suspect sore back,Musculoskeletal,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No,Triamcinolone,,,,,,,,,,,,,,,,Triamcinolone,Hay/Grain,0,1,1,0
SAMN38248470,AU028,Equine Feces,Equus caballus,Brisbane,Queensland,,ASTL,University of Queensland,27.55 S 152.34 E,CE,1,6,11/25/04,8/14/20,5741,38,8.451612903,Mare,Female,Suffolk Punch,Draught,"Fever of unknown origin, post vaccination",Immune-Mediated,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,No,"Phenylbutazone, Doxyxyxline",,Doxycycline,,,,,,,,Phenylbutazone,,,,,,,Hay/Grain,0,1,1,0
SAMN38248471,AU029,Equine Feces,Equus caballus,Brisbane,Queensland,,ASTL,University of Queensland,27.55 S 152.34 E,ABD,1,1,8/1/01,9/8/20,6978,1,9.266666667,Mare,Female,Stock Horse,Other,Apparently Healthy,Healthy,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,,,,,,,,,,,,,,,Pasture/Hay/Grain,1,1,1,0
SAMN38248472,AU030,Equine Feces,Equus caballus,Brisbane,Queensland,,ASTL,University of Queensland,27.55 S 152.34 E,OM,1,1,8/1/17,8/19/20,1114,1,8.612903226,Gelding,Male,Quarter Horse,Quarter Horse,"Weight loss, severe EGGD",Gastrointestinal (Chronic),,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,No,Gastroprotectants,,,,Omeprazole,,,,,,,,,,,,,Unknown,0,0,0,0
SAMN38248473,AU031,Equine Feces,Equus caballus,Brisbane,Queensland,,ASTL,University of Queensland,27.55 S 152.34 E,CE,1,10,11/25/04,8/19/20,5746,43,8.612903226,Mare,Female,Suffolk Punch,Draught,"Fever of unknown origin, post vaccination",Immune-Mediated,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,No,"Phenylbutazone, Doxyxyxline",,Doxycycline,,,,,,,,Phenylbutazone,,,,,,,Hay/Grain,0,1,1,0
SAMN38248474,AU032,Equine Feces,Equus caballus,Brisbane,Queensland,,ASTL,University of Queensland,27.55 S 152.34 E,OM,1,3,8/1/17,8/24/20,1119,6,8.774193548,Gelding,Male,Quarter Horse,Quarter Horse,"Weight loss, severe EGGD",Gastrointestinal (Chronic),,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,No,Gastroprotectants,,,,Omeprazole,,,,,,,,,,,,,Unknown,0,0,0,0
SAMN38248475,AU033,Equine Feces,Equus caballus,Brisbane,Queensland,,ASTL,University of Queensland,27.55 S 152.34 E,ZIE,1,1,10/7/16,8/18/20,1411,1,8.580645161,Gelding,Male,Thoroughbred,Hot-blooded,"Pleuropneumonia, abscessation",Respiratory,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,No,Doxycycline,,Doxycycline,,,,,,,,,,,,,,,Unknown,0,0,0,0
SAMN38248476,AU034,Equine Feces,Equus caballus,Brisbane,Queensland,,ASTL,University of Queensland,27.55 S 152.34 E,FURB,1,7,9/1/02,8/21/20,6564,8,8.677419355,Gelding,Male,Paint Horse,Other,"Colic: Impaction, colon",Gastrointestinal (Acute),no,Mechanical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,"Banamine, Penicillin, Gentamicin, fluids, Omeprazole, surgery",,,Colic Surgery,Omeprazole,,,,,Gentamicin,Flunixin,,Penicillin,,Fluids,,,Unknown,0,0,0,0
SAMN38248477,AU035,Equine Feces,Equus caballus,Brisbane,Queensland,,ASTL,University of Queensland,27.55 S 152.34 E,FURB,1,4,9/1/02,8/18/20,6561,5,8.580645161,Gelding,Male,Paint Horse,Other,"Colic: Impaction, colon",Gastrointestinal (Acute),no,Mechanical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,"Banamine, Penicillin, Gentamicin, fluids, Omeprazole, surgery",,,Colic Surgery,Omeprazole,,,,,Gentamicin,Flunixin,,Penicillin,,Fluids,,,Unknown,0,0,0,0
SAMN38248478,AU036,Equine Feces,Equus caballus,Brisbane,Queensland,,ASTL,University of Queensland,27.55 S 152.34 E,CE,1,9,11/25/04,8/17/20,5744,41,8.548387097,Mare,Female,Suffolk Punch,Draught,"Fever of unknown origin, post vaccination",Immune-Mediated,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,No,"Phenylbutazone, Doxyxyxline",,Doxycycline,,,,,,,,Phenylbutazone,,,,,,,Hay/Grain,0,1,1,0
SAMN38248479,AU037,Equine Feces,Equus caballus,Brisbane,Queensland,,ASTL,University of Queensland,27.55 S 152.34 E,LAN,1,2,8/1/13,8/20/20,2576,3,8.64516129,Mare,Female,Warmblood,Warmblood,Suspect sore back,Musculoskeletal,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No,Triamcinolone,,,,,,,,,,,,,,,,Triamcinolone,Unknown,0,0,0,0
SAMN38248480,AU038,Equine Feces,Equus caballus,Brisbane,Queensland,,ASTL,University of Queensland,27.55 S 152.34 E,CE,1,8,11/25/04,8/16/20,5743,40,8.516129032,Mare,Female,Suffolk Punch,Draught,"Fever of unknown origin, post vaccination",Immune-Mediated,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,No,"Phenylbutazone, Doxyxyxline",,Doxycycline,,,,,,,,Phenylbutazone,,,,,,,Hay/Grain,0,1,1,0
SAMN38248481,AU039,Equine Feces,Equus caballus,Brisbane,Queensland,,ASTL,University of Queensland,27.55 S 152.34 E,CE1,1,11,11/25/04,8/21/20,5748,1,8.677419355,Mare,Female,Suffolk Punch,Draught,"Fever of unknown origin, post vaccination",Immune-Mediated,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,No,"Phenylbutazone, Doxyxyxline",,Doxycycline,,,,,,,,Phenylbutazone,,,,,,,Hay/Grain,0,1,1,0
SAMN38248482,AU040,Equine Feces,Equus caballus,Brisbane,Queensland,,ASTL,University of Queensland,27.55 S 152.34 E,OM,1,2,8/1/17,8/21/20,1116,3,8.677419355,Gelding,Male,Quarter Horse,Quarter Horse,"Weight loss, severe EGGD",Gastrointestinal (Chronic),,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,No,Gastroprotectants,,,,Omeprazole,,,,,,,,,,,,,Unknown,0,0,0,0
SAMN38248483,AU041,Equine Feces,Equus caballus,Brisbane,Queensland,,ASTL,University of Queensland,27.55 S 152.34 E,CHA,1,1,8/1/01,8/26/20,6965,1,8.838709677,Gelding,Male,Thoroughbred,Hot-blooded,Colic: Abdominal,Gastrointestinal (Acute),no,Non-Specific,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,"Surgery, Penicillin, Banamine",,,Colic Surgery,,,,,,,Flunixin,,Penicillin,,,,,Pasture,1,0,0,0
SAMN38248484,AU042,Equine Feces,Equus caballus,Brisbane,Queensland,,ASTL,University of Queensland,27.55 S 152.34 E,CHA,1,2,8/1/01,8/27/20,6966,2,8.870967742,Gelding,Male,Thoroughbred,Hot-blooded,Colic: Abdominal,Gastrointestinal (Acute),no,Non-Specific,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,"Surgery, Penicillin, Banamine",,,Colic Surgery,,,,,,,Flunixin,,Penicillin,,,,,Pasture,1,0,0,0
SAMN38248485,AU043,Equine Feces,Equus caballus,Brisbane,Queensland,,ASTL,University of Queensland,27.55 S 152.34 E,FURB,1,6,9/1/02,8/20/20,6563,7,8.64516129,Gelding,Male,Paint Horse,Other,"Colic: Impaction, colon",Gastrointestinal (Acute),no,Mechanical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,"Banamine, Penicillin, Gentamicin, fluids, Omeprazole, surgery",,,Colic Surgery,Omeprazole,,,,,Gentamicin,Flunixin,,Penicillin,,Fluids,,,Unknown,0,0,0,0
SAMN38248486,AU044,Equine Feces,Equus caballus,Brisbane,Queensland,,ASTL,University of Queensland,27.55 S 152.34 E,FURB,1,9,9/1/02,8/27/20,6570,14,8.870967742,Gelding,Male,Paint Horse,Other,"Colic: Impaction, colon",Gastrointestinal (Acute),no,Mechanical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,"Banamine, Penicillin, Gentamicin, fluids, Omeprazole, surgery",,,Colic Surgery,Omeprazole,,,,,Gentamicin,Flunixin,,Penicillin,,Fluids,,,Unknown,0,0,0,0
SAMN38248487,AU045,Equine Feces,Equus caballus,Brisbane,Queensland,,ASTL,University of Queensland,27.55 S 152.34 E,LAN,1,1,8/1/13,8/18/20,2574,1,8.580645161,Mare,Female,Warmblood,Warmblood,Suspect sore back,Musculoskeletal,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No,Triamcinolone,,,,,,,,,,,,,,,,Triamcinolone,Unknown,0,0,0,0
SAMN38248488,AU046,Equine Feces,Equus caballus,Brisbane,Queensland,,ASTL,University of Queensland,27.55 S 152.34 E,FURB,1,10,9/1/02,8/28/20,6571,15,8.903225806,Gelding,Male,Paint Horse,Other,"Colic: Impaction, colon",Gastrointestinal (Acute),no,Mechanical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,"Banamine, Penicillin, Gentamicin, fluids, Omeprazole, surgery",,,Colic Surgery,Omeprazole,,,,,Gentamicin,Flunixin,,Penicillin,,Fluids,,,Unknown,0,0,0,0
SAMN38248489,AU047,Equine Feces,Equus caballus,Brisbane,Queensland,,ASTL,University of Queensland,27.55 S 152.34 E,FURB,1,8,9/1/02,8/26/20,6569,13,8.838709677,Gelding,Male,Paint Horse,Other,"Colic: Impaction, colon",Gastrointestinal (Acute),no,Mechanical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,"Banamine, Penicillin, Gentamicin, fluids, Omeprazole, surgery",,,Colic Surgery,Omeprazole,,,,,Gentamicin,Flunixin,,Penicillin,,Fluids,,,Unknown,0,0,0,0
SAMN38248490,AU048,Equine Feces,Equus caballus,Brisbane,Queensland,,ASTL,University of Queensland,27.55 S 152.34 E,FURB,1,2,9/1/02,8/16/20,6559,3,8.516129032,Gelding,Male,Paint Horse,Other,"Colic: Impaction, colon",Gastrointestinal (Acute),no,Mechanical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,"Banamine, Penicillin, Gentamicin, fluids, Omeprazole, surgery",,,Colic Surgery,Omeprazole,,,,,Gentamicin,Flunixin,,Penicillin,,Fluids,,,Unknown,0,0,0,0
SAMN38248491,AU049,Equine Feces,Equus caballus,Brisbane,Queensland,,ASTL,University of Queensland,27.55 S 152.34 E,CHO,1,2,10/30/18,8/26/20,666,22,8.838709677,Gelding,Male,Thoroughbred,Hot-blooded,Apparently Healthy,Healthy,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,,,,,,,,,,,,,,,Hay/Grain,0,1,1,0
SAMN38248492,AU050,Equine Feces,Equus caballus,Brisbane,Queensland,,ASTL,University of Queensland,27.55 S 152.34 E,CHA,1,3,8/1/01,8/28/20,6967,3,8.903225806,Gelding,Male,Thoroughbred,Hot-blooded,Colic: Abdominal,Gastrointestinal (Acute),no,Non-Specific,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,"Surgery, Penicillin, Banamine",,,Colic Surgery,,,,,,,Flunixin,,Penicillin,,,,,Pasture,1,0,0,0
SAMN38248493,AU051,Equine Feces,Equus caballus,Brisbane,Queensland,,ASTL,University of Queensland,27.55 S 152.34 E,CAL,1,2,8/1/13,8/20/20,2576,2,8.64516129,Gelding,Male,Warmblood,Warmblood,Suspect sore back,Musculoskeletal,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No,Triamcinolone,,,,,,,,,,,,,,,,Triamcinolone,Hay/Grain,0,1,1,0
SAMN38248494,AU052,Equine Feces,Equus caballus,Brisbane,Queensland,,ASTL,University of Queensland,27.55 S 152.34 E,CE_7,1,7,11/25/04,8/15/20,5742,1,8.483870968,Mare,Female,Suffolk Punch,Draught,"Fever of unknown origin, post vaccination",Immune-Mediated,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,No,"Phenylbutazone, Doxyxyxline",,Doxycycline,,,,,,,,Phenylbutazone,,,,,,,Hay/Grain,0,1,1,0
SAMN38248495,AU053,Equine Feces,Equus caballus,Brisbane,Queensland,,ASTL,University of Queensland,27.55 S 152.34 E,WHI,1,1,9/1/94,8/28/20,9493,1,8.903225806,Mare,Female,Stock Horse,Other,Apparently Healthy,Healthy,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,,,,,,,,,,,,,,,Pasture/Hay/Grain,1,1,1,0
